Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Keyword Vector,K_means_cluster
"Seltsam - die deutsche Botschaft in Manila hätte meine 15 Monate alte Tochter lieber im Dreck verrecken lassen, als zu beurkunden.",High,Outraged,Accusatory and Insulting,Hostile,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"An der Gewalt,an mangelnder Bildung und am Hyperpigmentierten an ihrer Seite kann man die linken Blagen meistens erkennen !Achja, die hetzerische Rethorik ist auch auffallend !☠️🤬☠️",High,Aggressive and Dismissive,Derogatory and Insulting,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Diese Sendung ist wiederlich, 4 gegen 1 einfach nur furchtbar die grünen sind pädophile da sagt niemand was und es wird immer noch nicht begriffen, das sie zu stark ist",High,Aggressive,Accusatory and Offensive,Hostile,"(0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Es waren nur ca 26%..nach den Geschehnissen immer noch viel. Der dumme 🇩🇪braucht halt noch eine vor den Latz...erst wenns richtig weh tut....,High,Disparaging,Derogatory and Aggressive,Hostile,"(0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Ich kann so was garnicht fassen. Was ist das nur für ein krankes Pack.. #MuslimBan,High,Disparaging,Hostile and Derogatory,Contemptuous,"(0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
EU und dieses Schland mischen sich wieder MIT VERLOGENEN DARSTELLUNGEN in die Innenpolitik Polens ein > DAS GEHT IHNEN EINEN SCHEISSDRECK AN,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
WEIDEL KLASSE ! HAT DEN POLITundJOURNALIENABSCHAUM zu RECHT abgehakt und verlassen!ZDF = LÜGENSENDER ! Jetzt wohl bewiesen !,High,Aggressive,Derogatory and Confrontational,Hostile,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Alle Filme vor 45 sind Nazifilme? Dafür wird uns dieser scheiss AFD Tatort Verschnitt vorgesetzt! Wir sind im Gehirnwäsche -Zeitalter.,High,Aggressive,Offensive and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"#rapefugees #refugeeswelcome Bürger bewaffnet euch, die Fachkräfte tun das auch. Und die zögern nicht, diese einzusetzen. Better he than me",High,Aggressive,Threatening and Derogatory,Hostile,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Nur die Grünen reden über Klimakatastrophe..😂😂. Wieso ist diese kotzgrüne Brühe nicht versickert..?. Ihr dummen 🇩🇪was habt ihr nur getan??,High,Sarcastic and Derogatory,Insulting and Hostile,Contemptuous,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Nicht nur Linke Politiker decken die Antifantenbrut! 👎 😨 👎,High,Accusatory,Derogatory and Insulting,Hostile,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Wenn Frauen sich darüber echauffieren, bitte. Machen damit halt ihrem Ruf als hysterischem, schwachen Geschlecht alle Ehre ☺",High,Patronizing and Sarcastic,Derogatory and Disparaging,Contemptuous,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Ich als 45jähriger Zeitungshersteller werde dafür sorgen, das solche deutschefeindlichen Arschlöcherwie Jörges vom Medienmarkt verschwinden!",High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Da steht man auf, und wem sieht man als erstes bei Twitter? Den hässlichen Junge, toller Start in den Tag ☺️☺️☺️☺️. @USER_1 @USER_0 #NoAfD",High,Sarcastic,Insulting,Derisive,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Das war ein legaler Check , wir sind nicht bei den Memmen vom Fußball!",Medium,Derisive,Condescending and Insulting,Disparaging,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Machtgerangel in Deutschland, zum Kotz**, nur nicht auf den Gedanken kommen für das 'Dem Deutschen Volke' zu wirken, Willkommen im Schland 😜",Medium,"Sarcastic, Dismissive",Confrontational and Insulting,Cynical,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
ja man deine fresse 😅 viel glück bei den Frauen 👍,Medium,Mocking/Sarcastic,Informal and Insulting,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
#KölnerTreff ekelhafte Sendung Moderatorin mit Pferdegebiss und #Schwuchtel aus Österreich #WDR,High,Derogatory,Offensive and Insulting,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Ja so sind die Deutschen....zur Blödheit erzogen..!. Die wollen den Asylwahnsinn mit aller Gewalt...,High,Derogatory,Insulting and Xenophobic,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Es gibt so unendlich viele Vollspacken, da hilft kein Arzt mehr! 😉👎",High,Derogatory,Insulting and Dismissive,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Es hat seit bestehen unserer Erde immer einen Klimawandel gegeben......wir werden den nicht aufhalten können...... zum Anderen sollten Länder wie China oder Indien anfangen ......das sind die Dreckschleudern,Medium,"Dismissive, Accusatory",Confrontational,Critical,"(0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
Diese verdammte Merkelregierung muß weg. NPD wünsche ich aber über 10%,High,Aggressive,Confrontational and Derogatory,Hostile,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Und der FETTE Gabriel verkauft Waffen an die Urheber der ganzen Scheiße, nämlich die Saudies. Möchte mal wissen was er von Lobby bekam !!",High,Hostile,Confrontational and Insulting,Accusatory,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Polaken lümmel schreien White Power,High,Aggressive,Offensive and Racist,Hostile,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Großmaul #Özdemir hat ja gesagt dass es keine Koalition gibt wenn nicht bis 2030 der Benzinmotor Geschichte ist #grüne,Medium,Derogatory,Insulting and Political,Disapproving,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Es wird Zeit das mann @USER_0 ENTSORGT am besten rückstandlos. #illner,High,Aggressive,Confrontational and Hostile,Violent,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Fangt doch mal an zu denken, Ihr Afrikaner. Geburtenkontrolle ist. angesagt. Damit die Neugeborenen ausreichend ernährt werden können.",High,Patronizing,Offensive and Demeaning,Derogatory,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"#Charlottesville Wieso das #Establishment &amp; sein #MSM-#Abschaum gegen #Trump hetzen? Er hat die Wahrheit gesagt: ""Gewalt von BEIDEN Seiten""",High,Aggressive,Derogatory and Confrontational,Hostile,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
OMG.....was für eine ekelhaft häßliche Frau..dieses Gesicht nur auf dem Boden einer Mülltonne zu gebrauchen...!,High,Derogatory,Insulting and Abusive,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Es gibt schon reichlich dumme in den eigenen Reihen...diesmal ist es halt ein arbeitsloser Journalist..!,Medium,Derisive,Insulting,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Merkels MasterPlan. Deutsche zur Minderheit im eig. Land machen. Wers begreift wird zum Nazi erklärt.. Bundeswehr säubern+Gegenwehr ausschalten,High,Accusatory,Inflammatory and Hostile,Paranoid,"(0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
so etwas strunzdummes wie in meinen Augen Frau #Nahles darf Deutschland nicht weiterhin in einer #Bundesregierung blamieren #SPD ihr gehört in die Fresse,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Auch ein begünstigter Scherge des Systems,Medium,Critical,Pejorative and Accusatory,Disapproving,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
So muss man mit dem Migrantenpack umgehen!,High,Aggressive,Derogatory and Inflammatory,Contemptuous,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
#rapefugees laufen sich langsam warm. Kölnerin wird von Flüchtling vergewaltigt. #Obergrenze #armlänge #alaaf #Karneval,High,Accusatory,Inflammatory and Derogatory,Hostile,"(0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
SPD ist der größte Dreck geworden....Stegner und Schulz so ziemlich das lächerliste was es zu bieten hat...!,High,Derogatory,Insulting and Contemptuous,Disdainful,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Die gesamten Nullen der Altparteien, sind nur noch ein Merkel-Wahlzirkus!. Nur Posten zählen! Deutschlands Bürger interessieren denen einen Scheiß!",High,Contemptuous,Derogatory and Insulting,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Grüne haben den kriegsverbrecherischen Angriffskrieg gegen Serbien 1999 durchgesetzt. Es ist eine kriegshetzerische Partei! Die @USER_0 verschweigt es.,High,Accusatory,Confrontational and Accusatory,Hostile,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Scheiss-Klimaschützer. Für Geschwindigkeitsbeschränkung, aber die Flieger und die Kreuzfahrtschiffe blasen weiter die Umwelt voll.",High,Sarcastic and Dismissive,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Merkels Vasall mehr sage ich nicht du Dumm-Deutscher!!,High,Derisive and Insulting,Confrontational and Offensive,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Die BRD > lächerliches Bildungssystem züchtet Wahlschafe; Spaßgesellschaft mit Brot u. Spielen; Hausfrauen-Bildungs-TV ab 14:00 Uhr usw 😂😂😂,High,Dismissive,Confrontational and Derogatory,Hostile,"(0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Geht's noch? Ihr habt doch einen an der Waffel🖕,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
wenn sich Schutz suchende #Flüchtlinge in Europa als #radikale #Islamisten-#Krimigranten-#Rapefugees entpuppen -in #Gefangenenlager stecken,High,Offensive,Derogatory and Incendiary,Xenophobic,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
Ja das ist das Ergebnis wenn blinde auf taube treffen....und das die nächsten 4 Jahre...holly shit,Medium,Derogatory,Casual and Derogatory,Frustration,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2
Wie blöd sind deutsche Politiker eigentlich???,Medium,Sarcastic,Derisive and Insulting,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Was tun mit solchen Leuten..?...wie geht man mit Unkraut nochmals um?,High,Dehumanizing,Derogatory and Hostile,Aggressive,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
User die melden sind einfach Schmutz,High,Condemnatory,Confrontational and Demeaning,Hostile,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Soll er doch dort verrotten,High,Hostile,Confrontational,Malicious,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Warum LINKS oder SOZIALISMUS nie überlebt?? Weil zu 99,7 % Kinder eben NICHT auf ihre Eltern SCHIEßEN !",High,Accusatory,Provocative and Derisive,Cynical,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Zuviele Wähler haben sich ins Boxhorn jagen lassen.. Ähnlich dämlich wie die Franzosen, die gerade ein böses Erwachen haben.",Medium,Disparaging,Insulting,Critical,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
Ja. Er ist blödsinnig.,Medium,Dismissive,Insulting,Disparaging,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"Sie weiß genau das sie die Schuldige ist! Mehrmals unser Grundgesetz mißachtet, um solche Mißgeburten und Bastarde in unser Land zu holen!",High,Accusatory and Hostile,Derogatory and Aggressive,Condemnatory,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Spätestens seit Blümchen wissen wir welche Waschlappen in der Regierung sitzen....😃😃,Medium,Mocking,Derisive,Critical,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"#schweinefleisch für alle #Flüchtlinge und #Asylanten. Wer saufen kann und Kinder vergewaltigen, braucht keine extra Wurst ..Fuck Refugges",High,Hostile,Confrontational and Insulting,Aggressive,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Praktisch haben einige europäische Dummköpfe beschlossen, einigen Verbrecherkollegen in Afrika mehr Geld zu schenken!",High,Insulting,Derogatory and Offensive,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Ich bin wirklich entsetzt wie viel Idioten immer noch zu Merkel und Co. stehen.,Medium,Frustrated,Insulting,Disapproving,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
heule ich ? Mensch petra reg dich mal ab du alte Buttermilch,Medium,Dismissive,Confrontational and Insulting,Disrespectful,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
...altgediente zum schwachsinngealterte Politiker auf Abstellgleis mit goldener Pension geparkt... Wehe euch wenn ihr dort landet...wehe euch,High,Threatening,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Im Grunde ist es fast psychopathisch, wie Trump ständig überprüft wird. Habt ihr Säcke. auch schon seinen Stuhlgang überprüft?",High,Derogatory,Aggressive and Disrespectful,Hostile,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Gabriel, keinerlei Ahnung von irgendeiner deutschen Geschichte! 1962 kamen die ersten türkischen Schmarotzer nach Deutschland!",High,Derogatory and Accusatory,Offensive and Xenophobic,Prejudiced,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
Was ein Hurensohn muss man sein um Imp zu unterstützen,High,Aggressive,Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"#G20 Was man der #Polizei vorwerfen kann? Das sie nicht härter, massiver &amp; schneller gg den marodierenden #antifa-Mob vorgegangen ist.",Medium,Critical,Aggressive and Condemnatory,Disapproving,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
"Ich weiß, ich habe das schon mal geschrieben, aber:. Ich hasse die Grünen. Mit tiefster Inbrunst.",High,Aggressive,Hostile,Antagonistic,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Der Steinmeier und sein Drecksministerium hätte meine kleine Tochter lieber im Dreck verrecken lassen, als Art. 6 GG zu beachten",High,Accusatory,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Ach du Scheisse. Ist das nicht diejenige, die bei Trauerfällen dämlich lacht und sich mit Ihrer Fratze wichtig macht.",High,Sarcastic and Dismissive,Insulting and Disrespectful,Hostile,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Schämt euch ihr dummen Säue,High,Aggressive,Confrontational and Derogatory,Contemptuous,"(0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
Putin ist ein Angsthase.. Deswegen ist er so selten im Kreml und arbeitet in seiner schwer bewachten Villa..,Medium,Mocking,Derogatory,Critical,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
#Pegida hat alles vorausgesagt für Europa!. IslamTerror in Madrid. 13 Tote. Weitere werden folgen ihr deutschen Politidioten,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Na noch nicht bemerkt das die Deutschen nicht wollen das SPD überhaupt eine Verantwortung übernimmt..?. Ich finde der dumme deutsche hat das Recht neu zu wählen....!!,High,Dismissive and Contemptuous,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
"Intergrierte werden Abgeschobenen und Nafris und die Neger dürfen bleiben ,siehe Geschehniss in Nürnberg!",High,Offensive,Derogatory and Insulting,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
Klappe halten...oder ich laufe dir hinterher..!. Mongo,High,Threatening,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
