Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Keyword Vector,K_means_cluster
مش ناقصة الا منايك بجد,High,Offensive,Crude and Insulting,Hostile,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي واحد متلك صرماية يعمل خلاف روح نقبر ضب زعرانك,High,Aggressive,Insulting and Offensive,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
قزم ...ازاي ده دخل الكليه الحربيه 🤔,High,Derogatory,Insulting and Mocking,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
راكيتيتش بيكيه أقرب دار عجزة، الله يلعن أم اللي جابكم ويمدحكم يا شراميط,High,Aggressive,Profane and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
لعنة الله عليكم رجعتونا كي يهود ارتقى,High,Aggressive,Insulting and Derogatory,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
هي الناس مالها قلبت شراميط كده ليه؟,High,Aggressive,Insulting and Derogatory,Offensive,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
ما هذه المزحة البيروقراطية السخيفة والقاسية!,Medium,Critical,Disparaging,Negative,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
طيب شرايك بيدها؟ مشكلة اليدين كل شيء بالجسم ينحف الا هم يعني كانت دبه,Medium,Critical,Body-shaming,Judgmental,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
انا بعتذر على المسبة وبقلو كس اختك لا اختو,High,Apologetic with profanity,Aggressive and Offensive,Insulting,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
لهؤلاء البدينين البلهاء والأغبياء ما لهم من سبيل إلى الحياة .,High,Derogatory,Insulting and Demeaning,Disdainful,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
صاحب الدراسه سمين ومايبي ينحف دراسه كذبيه لايلعب عليكم,High,Derogatory,Insulting and Dismissive,Disrespectful,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
بدنا حدا يقدر يرجعلنا الشهدا اذا بيقدر غير هيك كلن شراميط,High,Aggressive,Offensive and Vulgar,Hostile,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
اذا كل هيدا ما بدّو يولّد حقد وشتائم شو بدّكن يولّد يا شراميط؟ أوبريت الأرز؟,High,Aggressive,Offensive and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
جاستن وجماعته الجرذان لديهم جدول أعمال,High,Derogatory,Insulting,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
الحريبي زنجي يدعي انه عريباني,High,Derogatory,Aggressive and Racist,Hostile,"(0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
وصوت له الأغبياء.,High,Derogatory,Insulting,Negative,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
اقسم بالله ان دوريكم دوري هبايل اجل اتلتيكو متصدر فرق ١١ و باقي له ٣ مباريات اخر شي ينقلب وضعه كذا,Medium,Critical,Colloquial and Insulting,Disapproving,"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
تعب منهم قام يبني هجمات لنفسه يلعن ابوك فريق,High,Angry,Aggressive and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
فقط انظر إلى عائلة براون وبقية عائلتهم الفاسدة .,High,Disdainful,Derogatory and Insulting,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
مو قادرين على دوري كله هبايل خخخخخ,Medium,Mocking,Casual and Insulting,Disparaging,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",1
مادام الدعوه سهلة يالزيدي ورى معزبك جايب سرسرية شراميط تقسيم لحمايته مادام غيركم ساذج؟ لا تتحدثون عن ال,High,Derogatory and Insulting,Abusive and Aggressive,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
وانتـي حكيتيها اخيكـ مو بقره مثلكـ ههههههههههههههههههه,High,Mocking,Insulting and Derogatory,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
تعليقك هو الغبي.,High,Insulting,Confrontational,Disparaging,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
وليد جنبلاط كاتب الحكمة يا قذر,High,Insulting,Aggressive and Disrespectful,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
كم كان هذا الرجل غبيًا ليقرر إنشاء متجر قبل أن يصبح بيع الحشيش قانونيًا؟,High,Derogatory,Insulting and Sarcastic,Disrespectful,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
"مافي اهبل غيرك, هو يتكلم عن انجازات و انت تضحك بسخرية و كان شعبك لم يموتوا اليوم بسبب انعدام الاكسجيين",High,Derisive,Insulting and Critical,Hostile,"(1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
هل ترى كم أصبحت هذه القضايا سخيفة؟,Medium,Dismissive,Dismissive and Critical,Negative,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
زوما لم يفعل كل هذا بمفرده، كان لديه دعم من هؤلاء المهرجين .,Medium,Derisive,Disparaging,Disrespectful,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
دوري زبايل زيك كعادتك دايما,High,Insulting,Derogatory and Confrontational,Hostile,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
يا متخلف هذا مغتصب ومحتل وقاتل لا تضل تتمحن عندهم وارفع قدرك,High,Aggressive,Derogatory and Accusatory,Hostile,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
🤣 الطالب دب من الكسل ! يستاهل,Medium,Sarcastic,Derogatory,Disparaging,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
أنت لا شيء بالنسبة لي، يا عاهر.,High,Derogatory,Offensive and Insulting,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
يع ترا بكره تضحكين ع مقاطعك وتشوفين نفسك لحجيه😭😭😭😭,High,Mocking,Derisive and Insulting,Derogatory,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
ترا والله العظيم في افضل منك كثير تلعب زين والا اطلع يا دب,High,Condescending,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
يا ويلي ويلاه عالفاضي و نفع أكثر منهم !!! أدعسك! 😂😂😂انا اقرأ المانجا ف عشان كذا .. المهم مابي اتحمس و أحرق خليني ساكته,Medium,Sarcastic,Informal and Aggressive,Frustrated,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
قويه يا استاذنا كان قردوغان يقول حدوده مشتركه مع…,Medium,Mocking,Derogatory and Disparaging,Disrespectful,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
يا عيب لشوم عليك يا كركوز,Medium,Dismissive,Informal and Insulting,Disrespectful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
يلعن امك ياحكم قسم بالله عيب اللي قاعد يصير عطهم الدوري وخلاص ياخي,High,Aggressive,Insulting and Confrontational,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
ههههههههه الله المستعان اللي عنده خدامة زنجية يحجز راتب عليها لما تعدي شهر رمضان اضمن شي,High,Mocking,Derogatory and Demeaning,Disrespectful,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
ماهو حذرنا قبل قردوغان من تدعيات افعاله على المساجد في العالم وما سمع,Medium,Critical,Accusatory and Critical,Disapproving,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
كندا تم خداعها كبيدق في هذا الأمر، وسمح الاتحاد الأوروبي بحدوث ذلك.,Medium,Accusatory,Critical,Disapproving,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
ميسي أنت أذكى لاعب في العالم فلا تكون غبي ببقائك في برشلونه في ظل وجود الرئيس والمدرب ... كمل مسيرتك خارج برشلونه #برشلونه_ميونخ,Medium,Patronizing,Disparaging,Criticism,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
يلعن ابوك نحنا نتمى لكم انكم بخير ومحد يصير له شيء وهاذا جزاتنا ياولد الكلب ؟ كل ماصار شيء,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
كلي خرا كس اختك اسألي مين قتل اهلنا,High,Abusive and Aggressive,Profane and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",0
بما أن الأغبياء فقط هم من سيأخذون إشارات سياسية من فيسبوك، أستطيع أن أرى لماذا الحزب الديموقراطي يشعر بالذعر!,High,Insulting and Sarcastic,Hostile and Derogatory,Contemptuous,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
هذه طقوسكم ومقدساتكم يابني المجوس,High,Derogatory,Offensive and Disrespectful,Hostile,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
الاتراك موجودين غصبا عن بلحه واللي معاه لو فيهم راجل يقدر يطلعهم يورينا ي…,High,Defiant and Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",0
يا اقرع الحاجات في مجال تانى روحانى لن تراها ماديا، لغاية اما ترقد جنبها ان شاء الله 🤦🏻‍♂️,High,Insulting,Disrespectful,Disdainful,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
عم أحكي عن الجعفري يا بهيمة نظام الجعفري قتل نص مليون وهجّر نص الشعب حرفياً لأنه طلعوا مظاهرات ضده وبعدين بتقلي إني أنا يلي ما بفهم بآداب الحوار؟,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
انشهد بيكون غبي لو استمر لأن بإذن الله بداية الانهيار لذا الفريق,High,Derogatory,Aggressive and Insulting,Disdainful,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
ابن الجنوب ابن اشرف الناس بس انت ابن شرموطه,High,Derogatory and Insulting,Offensive and Vulgar,Hostile,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
جابت فساتين احلامها و رمتهم على البنت طيب يمكن البنت دبه 😭😭😭,High,Mocking,Derisive and Insulting,Condemnatory,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
دا مش انستاا خالص دا مسابقة شراميط,High,Derogatory,Offensive,Disrespectful,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
يلعن امك رابع مره اسوي مسحه يالليل كورونا الفكك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,High,Aggressive,Insulting and Derogatory,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
نفسي ارجع اصاحب كوايته شيعيين كانوا يونسوني اكتر منكم يكلاب,High,Aggressive,Insulting and Derogatory,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
اللهم امين ونسال الله ان يفرج عنكم ويرد كيد الرافضة المجوس في نحورهم.,High,Aggressive,Religious and Hostile,Malicious,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
يجب أن يتدخل الغرب فورا وتخصيص ميزانية لإيقاف هؤلاء الملاعين,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
نحن جنس ملعون.,High,Derogatory,Offensive,Hostile,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
اللي مايخاف من الله خافوا منه عليكم لعنة الله ورسوله وين الرحمه علا قل رأفة في أطف…,High,Aggressive,Threatening and Condemning,Hostile,"(0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
بجاحه وفوق دا كله مواطنين شراميط بتطالب بتدخل فرنسا,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
الهاشتاج ساب المشرع، اللي طلع من العدم قرر ياخد صف محامي وشوية منايك على يوتيوب في يوم وليلة منغير,High,Aggressive,Confrontational and Vulgar,Hostile,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
يا شراميط شفنا استماعكم لشعبكم,High,Derogatory,Insulting,Contemptuous,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
الكنافة دي اللي انت بتقولها يا جاهل اتكلم بأدب علشان محدش يهينك,High,Confrontational,Insulting and Demeaning,Hostile,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
لا شرطي روسي يا ابن الستين كلب,High,Aggressive,Derogatory and Insulting,Hostile,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
ايه اللي ازاي عمرك ما شوفت عيله كلها شراميط,High,Hostile,Vulgar and Offensive,Derogatory,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",0
كل الاهداف صعبة .. صح العويس شبه منفوخ بس والله ماله ذنب بالاهداف,Medium,Defensive,Informal and Blaming,Sympathetic towards Al-Owais but Critical overall,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2
من عجائب هذا الزمان ، البنات دائما تدعي ان يوفقها بالرجل الصالح واذا تقدم لها اخونجي ترفضه. ليييش ؟ سؤال يبطح نفسة .,Medium,Sarcastic,Confrontational,Judgmental,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
اول شخص طالب بتخفيض الرواتب انت الا لعنة الله عليكم جميعا,High,Angry,Aggressive and Insulting,Hostile,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",0
هازارد كل مسيرته بدوري عبط واكبر مقلب,High,Derisive,Insulting,Contemptuous,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ,High,Aggressive,Hostile and Insulting,Contemptuous,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
دي مش مشكله بالنسبة للدفعة عشان كلهم صعايدة,Medium,Dismissive,Colloquial and Insensitive,Derogatory,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2
استلم حوالتك يامرتزق من انيس المنيك,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
لعنة الله عليكم،اهذه هي المهنية والصحافة الصادقة؟ الم تجدوا ما تفيدون به القارئ ؟ افي دور الدعارة تربيتم…,High,Aggressive,Confrontational and Insulting,Hostile,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
ماطلعلكم صوت فوق السرقة كذابين تسئلون وش مشكلتك وبعدها تختفون ماتردون لعنة الله عليكم وعلى من جمعكم شركة نصب,High,Accusatory,Confrontational and Insulting,Hostile,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0
إنه أمر لا يصدق حقا مدى نفاقك.,Medium,Accusatory,Insulting,Negative,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
