Sentence,Toxicity Level,Tone,Language,Implied Sentiment
Kein Land möchte diese Schmarotzer haben. In Deutschland leben sie wie im Paradies und beschweren sich noch. Haut endlich ab und belastet nicht länger unser Sozialsystem.,High,Angry and Dehumanizing,Aggressive and Offensive,Hostile and Contemptuous
"Das sind doch überwiegend junge Männer, die uns überrennen wollen.. Die illegalen Invasoren brauchen Arbeit - in Arbeitslagern - fair.",High,Aggressive,Dehumanizing and Discriminatory,Xenophobic
"Stattdessen sollte man das gesamte Führungspack der SPD wegsperren. SPD - Schmarotzer, Pädophile und Drnunzianten",High,Aggressive,Derogatory and Insulting,Hostile
ist eine Körperverletzung! Sorry diese Frau ist einfach Dumm!,High,Accusatory and Insulting,Aggressive and Disrespectful,Negative
für derart strunzdumme Menschen die ihre Gesundheit bei Wetten Dass ruinieren sollte die Öffentlichkeit keinesfalls aufkommen #hartaberfair,High,Critical,Derogatory and Insulting,Negative
"Genderisten mit ihren eigenen Waffen zu schlagen ist einfach und spaßig. Sagt einfach, Ihr identifiziert Euch als schwarze lesbischer Transe",Medium,Sarcastic,Provocative,Controversial
sehr gefährlich wenn Regenbogenhirne intoleranten Kriminellen die Grenzen öffnen!! Die schlimmste Gewaltwelle erleben aus dieser Richtung.,High,Alarmist,Aggressive and Fearmongering,Fearful and Prejudiced
Politiker von CDU CSU SPD sind eine große Gefahr für unser Land sie Posaunen in die Welt das DE 220.000 Invasoren aufnimmt + Familiennachzug,High,Accusatory,Aggressive and inflammatory,Negative
Eben ein Beisp. mehr für die kranken Hirne von Politikern. Dieser geistige Schwachsinn auch unserer Politiker wird sich leider bitter rächen,High,Negative,Critical and Judgmental,Angry
jedes Tier erlöst man ungefragt von seinem Leid. Mündige Menschen lässt man elendig verrecken.,High,Callous,Harsh and Cruel,Insensitive
"Kern, pinkle dem Herrn Kurz nicht ans Bein. Du bist. abgewählt und unerwünscht. Also, halt´s Maul.",Medium,Aggressive,Confrontational and Disrespectful,Hostile
Was ist dieser tarek leitner nur für ein fehlgeleiteter hurensohn? #orf #konfrontationen,High,Insulting,Vulgar and Offensive,Hostile
"Widerlich, dieser Schmidt. Ohne Rücksicht auf die Bienen. Dieses. Stück Gewissenlosigkeit muss abgewählt und davongejagt werden.",Medium,Disgust,Critical and Judgemental,Angry
Währen es Türken die Flughäfen und Parteizentralen besetzen währe die Empörung groß! Ihr Heuchler,High,Accusatory,Aggressive and Insulting,Contemptuous
ES WIRD SICH NIEMALS WAS ÄNDERN ;AUF DIESER wELT ;WENN NICHT DIE ELITÄREN AUSGELÖSCHT WERDEN !!! Die uns nur versklaven !!!,High,Angry,Aggressive and Threatening,Hostile
"Insgesamt sitzen da nur dumme Leute. angefangen beim Moderator, der ist noch dümmer. Der muss stehen",Medium,Critical,Direct and Insulting,Negative
Merkels Vasallen melden sich zu Wort!. Herr Gersemann ist ein Vasall Merkels und seine Kommentare werden von Merkel vorgegeben!!!,High,Accusatory,Aggressive and Derogatory,Negative
"Und da ich kein kleines Mädchen bin, so wie Du offenbar, kann ich eine solche Meinung ab.",Medium,Condescending,Assertive,Superior
Ralle du alter Mülleimer lebst ja immer noch...dachte das zeitliche hat dich gesegnet.... Bist halt eine zähe Unkrautwurzel,High,Insulting,Derogatory and Offensive,Contemptuous
"Mir reicht, dass ich diesen Feigling aus Rostock 1989/90 kenne. Er wurde ins Licht geschoben, dieser Gauckler 😜",Medium,Disdainful,Condescending and Insulting,Negative
Ich möchte ihn mal..für ne kurze Zeit....aber dieser Bayer ist wirklich ein Waschlappen,Low,Casual,Informal,Disdain
In Kindergärten neben den Kindern? wäre ja noch schöner. Zittern soll dieses Asylantenpack in Zelten abseits der Zivilisation,High,Aggressive,Derogatory and Discriminatory,Hateful
"Solange bei Politikern der Dünnschiss aus der Fresse kommt, wird sich nichts ändern. Es stinkt weiter !!!",High,Derogatory,Vulgar and Offensive,Angry
Ich kann diese scheisse mit diesen drecksmigranten einfach nicht mehr ertragen....wenn ich nur schon kanacken sehen wird gruselig....verfluchte Scheisser ..!,High,Hateful,Derogatory and Offensive,Angry
Merkels Dumm-Deutschen kann man alles erzählen!!,High,Dismissive,Insulting and Condescending,Contemptuous
Nazi Lügenpresse und Merkel Vasallen hetzen weiter gegen Trump!!,High,Aggressive,Offensive and derogatory,Hostile
Verhaftungen von Vergewaltigern als Erfolg zu verkaufen ist das Aufmerksamkeitswinseln einer armseligen Behörde. #Polizei #Köln #Rapefugees,High,Derogatory,Negative and Condemnatory,Contemptuous
Warum muss ein AFD Vogel dabei sein?,Low,Curious,Neutral,Questioning
"Abgefuckte Hühnerscheisse. Aber klar, dass jemand aus der Scheinheiligsten Partei Deutschlands so denkt. SPD - SCHMAROTZER, PÄDOPHILE und DENUNZIANTEN.. Wer hat uns verraten....",High,Aggressive and Insulting,Vulgar and Offensive,Hostile
